359,SJC,ATL,2024-06-15,06:00,2024-06-15,14:00,Boeing 777
360,ATL,SJC,2024-06-15,15:00,2024-06-15,18:00,Airbus A320
361,SJC,ORD,2024-06-16,07:30,2024-06-16,14:00,Boeing 787
362,ORD,SJC,2024-06-16,15:00,2024-06-16,18:30,Boeing 737
363,SJC,DEN,2024-06-17,09:00,2024-06-17,12:00,Boeing 757
364,DEN,SJC,2024-06-17,13:00,2024-06-17,16:00,Airbus A320
365,SJC,LAX,2024-06-18,07:00,2024-06-18,08:30,Boeing 737
366,LAX,SJC,2024-06-18,09:15,2024-06-18,10:45,Airbus A320
367,SJC,SEA,2024-06-19,11:00,2024-06-19,13:30,Boeing 757
368,SEA,SJC,2024-06-19,14:15,2024-06-19,16:45,Boeing 737
369,SJC,JFK,2024-06-20,08:45,2024-06-20,16:30,Boeing 777
370,JFK,SJC,2024-06-20,17:15,2024-06-20,22:00,Boeing 757
371,SJC,MIA,2024-06-21,09:00,2024-06-21,17:00,Airbus A320
372,MIA,SJC,2024-06-21,18:00,2024-06-21,21:00,Boeing 737
373,SJC,DFW,2024-06-22,10:30,2024-06-22,15:00,Boeing 737
374,DFW,SJC,2024-06-22,16:00,2024-06-22,18:30,Airbus A320
375,SJC,PHX,2024-06-23,11:00,2024-06-23,12:45,Boeing 737
376,PHX,SJC,2024-06-23,13:30,2024-06-23,15:15,Airbus A320
377,SJC,LAS,2024-06-24,09:00,2024-06-24,10:30,Boeing 737
378,LAS,SJC,2024-06-24,11:15,2024-06-24,12:45,Airbus A320
379,SJC,BOS,2024-06-25,08:00,2024-06-25,16:00,Boeing 787
380,BOS,SJC,2024-06-25,17:00,2024-06-25,21:00,Boeing 757
381,SJC,LAX,2024-05-15,07:00,2024-05-15,08:30,Airbus A320
382,LAX,SJC,2024-05-15,09:15,2024-05-15,10:45,Boeing 737
383,SJC,SEA,2024-05-16,11:00,2024-05-16,13:30,Airbus A320
384,SEA,SJC,2024-05-16,14:15,2024-05-16,16:45,Boeing 737
385,SJC,DEN,2024-05-17,07:30,2024-05-17,10:30,Boeing 757
386,DEN,SJC,2024-05-17,11:15,2024-05-17,14:15,Airbus A320
387,SJC,ORD,2024-05-18,06:00,2024-05-18,12:30,Boeing 787
388,ORD,SJC,2024-05-18,13:15,2024-05-18,15:45,Boeing 737
389,SJC,JFK,2024-05-19,08:45,2024-05-19,16:30,Boeing 777
390,JFK,SJC,2024-05-19,17:15,2024-05-19,22:00,Boeing 757
391,SJC,MIA,2024-05-20,09:00,2024-05-20,17:00,Airbus A320
392,MIA,SJC,2024-05-20,18:00,2024-05-20,21:00,Boeing 737
393,SJC,DFW,2024-05-21,10:30,2024-05-21,15:00,Boeing 737
394,DFW,SJC,2024-05-21,16:00,2024-05-21,18:30,Airbus A320
395,SJC,PHX,2024-05-22,11:00,2024-05-22,12:45,Boeing 737
396,PHX,SJC,2024-05-22,13:30,2024-05-22,15:15,Airbus A320
397,SJC,LAS,2024-05-23,09:00,2024-05-23,10:30,Boeing 737
398,LAS,SJC,2024-05-23,11:15,2024-05-23,12:45,Airbus A320
399,SJC,BOS,2024-05-24,08:00,2024-05-24,16:00,Boeing 787
400,BOS,SJC,2024-05-24,17:00,2024-05-24,21:00,Boeing 757
401,SJC,ATL,2024-05-25,06:00,2024-05-25,14:00,Boeing 777
402,ATL,SJC,2024-05-25,15:00,2024-05-25,18:00,Airbus A320
403,SJC,ORD,2024-05-26,07:30,2024-05-26,14:00,Boeing 787
404,ORD,SJC,2024-05-26,15:00,2024-05-26,18:30,Boeing 737
405,SJC,DEN,2024-05-27,09:00,2024-05-27,12:00,Boeing 757
406,DEN,SJC,2024-05-27,13:00,2024-05-27,16:00,Airbus A320
407,SJC,LAX,2024-05-28,07:00,2024-05-28,08:30,Boeing 737
408,LAX,SJC,2024-05-28,09:15,2024-05-28,10:45,Airbus A320
409,SJC,SEA,2024-05-29,11:00,2024-05-29,13:30,Boeing 757
410,SEA,SJC,2024-05-29,14:15,2024-05-29,16:45,Boeing 737
411,SJC,JFK,2024-05-30,08:45,2024-05-30,16:30,Boeing 777
412,JFK,SJC,2024-05-30,17:15,2024-05-30,22:00,Boeing 757
413,SJC,MIA,2024-05-31,09:00,2024-05-31,17:00,Airbus A320
414,MIA,SJC,2024-05-31,18:00,2024-05-31,21:00,Boeing 737
415,SJC,DFW,2024-06-01,10:30,2024-06-01,15:00,Boeing 737
416,DFW,SJC,2024-06-01,16:00,2024-06-01,18:30,Airbus A320
417,SJC,PHX,2024-06-02,11:00,2024-06-02,12:45,Boeing 737
418,PHX,SJC,2024-06-02,13:30,2024-06-02,15:15,Airbus A320
419,SJC,LAS,2024-06-03,09:00,2024-06-03,10:30,Boeing 737
420,LAS,SJC,2024-06-03,11:15,2024-06-03,12:45,Airbus A320
421,SJC,BOS,2024-06-04,08:00,2024-06-04,16:00,Boeing 787
422,BOS,SJC,2024-06-04,17:00,2024-06-04,21:00,Boeing 757
423,SJC,LAX,2024-06-05,06:00,2024-06-05,07:30,Boeing 737
424,LAX,SJC,2024-06-05,08:15,2024-06-05,09:45,Airbus A320
425,SJC,SEA,2024-06-06,10:00,2024-06-06,12:30,Boeing 757
426,SEA,SJC,2024-06-06,13:15,2024-06-06,15:45,Boeing 737
427,SJC,JFK,2024-06-07,07:45,2024-06-07,15:30,Boeing 777
428,JFK,SJC,2024-06-07,16:15,2024-06-07,21:00,Boeing 757
429,SJC,MIA,2024-06-08,08:00,2024-06-08,16:00,Airbus A320
430,MIA,SJC,2024-06-08,17:00,2024-06-08,20:00,Boeing 737
431,SJC,LAX,2024-05-17,07:00,2024-05-17,08:30,Airbus A320
432,LAX,SJC,2024-05-17,09:15,2024-05-17,10:45,Boeing 737
433,SJC,SEA,2024-05-17,11:00,2024-05-17,13:30,Airbus A320
434,SEA,SJC,2024-05-17,14:15,2024-05-17,16:45,Boeing 737
435,SJC,DEN,2024-05-17,07:30,2024-05-17,10:30,Boeing 757
436,DEN,SJC,2024-05-17,11:15,2024-05-17,14:15,Airbus A320
437,SJC,ORD,2024-05-18,06:00,2024-05-18,12:30,Boeing 787
438,ORD,SJC,2024-05-18,13:15,2024-05-18,15:45,Boeing 737
439,SJC,JFK,2024-05-19,08:45,2024-05-19,16:30,Boeing 777
440,JFK,SJC,2024-05-19,17:15,2024-05-19,22:00,Boeing 757
441,SJC,MIA,2024-05-20,09:00,2024-05-20,17:00,Airbus A320
442,MIA,SJC,2024-05-20,18:00,2024-05-20,21:00,Boeing 737
443,SJC,DFW,2024-05-21,10:30,2024-05-21,15:00,Boeing 737
444,DFW,SJC,2024-05-21,16:00,2024-05-21,18:30,Airbus A320
445,SJC,PHX,2024-05-22,11:00,2024-05-22,12:45,Boeing 737
446,PHX,SJC,2024-05-22,13:30,2024-05-22,15:15,Airbus A320
447,SJC,LAS,2024-05-23,09:00,2024-05-23,10:30,Boeing 737
448,LAS,SJC,2024-05-23,11:15,2024-05-23,12:45,Airbus A320
449,SJC,BOS,2024-05-24,08:00,2024-05-24,16:00,Boeing 787
450,BOS,SJC,2024-05-24,17:00,2024-05-24,21:00,Boeing 757
451,SJC,ATL,2024-05-25,06:00,2024-05-25,14:00,Boeing 777
452,ATL,SJC,2024-05-25,15:00,2024-05-25,18:00,Airbus A320
453,SJC,ORD,2024-05-26,07:30,2024-05-26,14:00,Boeing 787
454,ORD,SJC,2024-05-26,15:00,2024-05-26,18:30,Boeing 737
455,SJC,DEN,2024-05-27,09:00,2024-05-27,12:00,Boeing 757
456,DEN,SJC,2024-05-27,13:00,2024-05-27,16:00,Airbus A320
457,SJC,LAX,2024-05-28,07:00,2024-05-28,08:30,Boeing 737
458,LAX,SJC,2024-05-28,09:15,2024-05-28,10:45,Airbus A320
459,SJC,SEA,2024-05-29,11:00,2024-05-29,13:30,Boeing 757
460,SEA,SJC,2024-05-29,14:15,2024-05-29,16:45,Boeing 737
461,SJC,JFK,2024-05-30,08:45,2024-05-30,16:30,Boeing 777
462,JFK,SJC,2024-05-30,17:15,2024-05-30,22:00,Boeing 757
463,SJC,MIA,2024-05-31,09:00,2024-05-31,17:00,Airbus A320
464,MIA,SJC,2024-05-31,18:00,2024-05-31,21:00,Boeing 737
465,SJC,DFW,2024-06-01,10:30,2024-06-01,15:00,Boeing 737
466,DFW,SJC,2024-06-01,16:00,2024-06-01,18:30,Airbus A320
467,SJC,PHX,2024-06-02,11:00,2024-06-02,12:45,Boeing 737
468,PHX,SJC,2024-06-02,13:30,2024-06-02,15:15,Airbus A320
469,SJC,LAS,2024-06-03,09:00,2024-06-03,10:30,Boeing 737
470,LAS,SJC,2024-06-03,11:15,2024-06-03,12:45,Airbus A320
471,SJC,BOS,2024-06-04,08:00,2024-06-04,16:00,Boeing 787
472,BOS,SJC,2024-06-04,17:00,2024-06-04,21:00,Boeing 757
473,SJC,LAX,2024-06-05,06:00,2024-06-05,07:30,Boeing 737
474,LAX,SJC,2024-06-05,08:15,2024-06-05,09:45,Airbus A320
475,SJC,SEA,2024-06-06,10:00,2024-06-06,12:30,Boeing 757
476,SEA,SJC,2024-06-06,13:15,2024-06-06,15:45,Boeing 737
477,SJC,JFK,2024-06-07,07:45,2024-06-07,15:30,Boeing 777
478,JFK,SJC,2024-06-07,16:15,2024-06-07,21:00,Boeing 757
479,SJC,MIA,2024-06-08,08:00,2024-06-08,16:00,Airbus A320
480,MIA,SJC,2024-06-08,17:00,2024-06-08,20:00,Boeing 737
481,SJC,LAX,2024-06-09,06:00,2024-06-09,07:30,Airbus A320
482,LAX,SJC,2024-06-09,08:15,2024-06-09,09:45,Boeing 737
483,SJC,SEA,2024-06-10,11:00,2024-06-10,13:30,Airbus A320
484,SEA,SJC,2024-06-10,14:15,2024-06-10,16:45,Boeing 737
485,SJC,DEN,2024-06-11,07:30,2024-06-11,10:30,Boeing 757
486,DEN,SJC,2024-06-11,11:15,2024-06-11,14:15,Airbus A320
487,SJC,ORD,2024-06-12,06:00,2024-06-12,12:30,Boeing 787
488,ORD,SJC,2024-06-12,13:15,2024-06-12,15:45,Boeing 737
489,SJC,JFK,2024-06-13,08:45,2024-06-13,16:30,Boeing 777
490,JFK,SJC,2024-06-13,17:15,2024-06-13,22:00,Boeing 757
491,SJC,MIA,2024-06-14,09:00,2024-06-14,17:00,Airbus A320
492,MIA,SJC,2024-06-14,18:00,2024-06-14,21:00,Boeing 737
493,SJC,DFW,2024-06-15,10:30,2024-06-15,15:00,Boeing 737
494,DFW,SJC,2024-06-15,16:00,2024-06-15,18:30,Airbus A320
495,SJC,PHX,2024-06-16,11:00,2024-06-16,12:45,Boeing 737
496,PHX,SJC,2024-06-16,13:30,2024-06-16,15:15,Airbus A320
497,SJC,LAS,2024-06-17,09:00,2024-06-17,10:30,Boeing 737
498,LAS,SJC,2024-06-17,11:15,2024-06-17,12:45,Airbus A320
499,SJC,BOS,2024-06-18,08:00,2024-06-18,16:00,Boeing 787
500,BOS,SJC,2024-06-18,17:00,2024-06-18,21:00,Boeing 757



